instant,dteday,season,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
488,2012-05-02,spring,no,wednesday,yes,clear,0.564167,0.537896,0.797083,0.138058,667.0,5502,6169
489,2012-05-03,spring,no,thursday,yes,cloudy,0.56,0.537242,0.768333,0.133696,764.0,5657,6421
490,2012-05-04,spring,no,friday,yes,clear,0.6275,0.590917,0.735417,0.162938,1069.0,5227,6296
491,2012-05-05,spring,no,saturday,no,cloudy,0.621667,0.584608,0.756667,0.152992,2266.75,4387,6883
492,2012-05-06,spring,no,sunday,no,cloudy,0.5625,0.546737,0.74,0.149879,2135.0,4224,6359
493,2012-05-07,spring,no,monday,yes,cloudy,0.5375,0.527142,0.664167,0.230721,1008.0,5265,6273
494,2012-05-08,spring,no,tuesday,yes,cloudy,0.581667,0.557471,0.685833,0.296029,738.0,4990,5728
495,2012-05-09,spring,no,wednesday,yes,cloudy,0.575,0.553025,0.744167,0.216412,620.0,4097,4717
496,2012-05-10,spring,no,thursday,yes,clear,0.505833,0.491783,0.552083,0.314063,1026.0,5546,6572
497,2012-05-11,spring,no,friday,yes,clear,0.533333,0.520833,0.360417,0.236937,1319.0,5711,7030
498,2012-05-12,spring,no,saturday,no,clear,0.564167,0.544817,0.480417,0.123133,2266.75,4807,7429
499,2012-05-13,spring,no,sunday,no,clear,0.6125,0.585238,0.57625,0.225117,2172.0,3946,6118
500,2012-05-14,spring,no,monday,yes,cloudy,0.573333,0.5499,0.789583,0.212692,342.0,2501,2843
501,2012-05-15,spring,no,tuesday,yes,cloudy,0.611667,0.576404,0.794583,0.147392,625.0,4490,5115
502,2012-05-16,spring,no,wednesday,yes,clear,0.636667,0.595975,0.697917,0.122512,991.0,6433,7424
503,2012-05-17,spring,no,thursday,yes,clear,0.593333,0.572613,0.52,0.229475,1242.0,6142,7384
504,2012-05-18,spring,no,friday,yes,clear,0.564167,0.551121,0.523333,0.136817,1521.0,6118,7639
505,2012-05-19,spring,no,saturday,no,clear,0.6,0.566908,0.45625,0.083975,2266.75,4884,8294
506,2012-05-20,spring,no,sunday,no,clear,0.620833,0.583967,0.530417,0.254367,2266.75,4425,7129
507,2012-05-21,spring,no,monday,yes,cloudy,0.598333,0.565667,0.81125,0.233204,630.0,3729,4359
508,2012-05-22,spring,no,tuesday,yes,cloudy,0.615,0.580825,0.765833,0.118167,819.0,5254,6073
509,2012-05-23,spring,no,wednesday,yes,cloudy,0.621667,0.584612,0.774583,0.102,766.0,4494,5260
510,2012-05-24,spring,no,thursday,yes,clear,0.655,0.6067,0.716667,0.172896,1059.0,5711,6770
511,2012-05-25,spring,no,friday,yes,clear,0.68,0.627529,0.747083,0.14055,1417.0,5317,6734
512,2012-05-26,spring,no,saturday,no,clear,0.6925,0.642696,0.7325,0.198992,2266.75,3681,6536
513,2012-05-27,spring,no,sunday,no,clear,0.69,0.641425,0.697083,0.215171,2266.75,3308,6591
514,2012-05-28,spring,yes,monday,no,clear,0.7125,0.6793,0.67625,0.196521,2266.75,3486,6043
515,2012-05-29,spring,no,tuesday,yes,clear,0.7225,0.672992,0.684583,0.2954,880.0,4863,5743
516,2012-05-30,spring,no,wednesday,yes,cloudy,0.656667,0.611129,0.67,0.134329,745.0,6110,6855
517,2012-05-31,spring,no,thursday,yes,clear,0.68,0.631329,0.492917,0.195279,1100.0,6238,7338
518,2012-06-01,spring,no,friday,yes,cloudy,0.654167,0.607962,0.755417,0.237563,533.0,3594,4127
519,2012-06-02,spring,no,saturday,no,clear,0.583333,0.566288,0.549167,0.186562,2266.75,5325,8120
520,2012-06-03,spring,no,sunday,no,clear,0.6025,0.575133,0.493333,0.184087,2266.75,5147,7641
521,2012-06-04,spring,no,monday,yes,clear,0.5975,0.578283,0.487083,0.284833,1071.0,5927,6998
522,2012-06-05,spring,no,tuesday,yes,cloudy,0.540833,0.525892,0.613333,0.209575,968.0,6033,7001
523,2012-06-06,spring,no,wednesday,yes,clear,0.554167,0.542292,0.61125,0.077125,1027.0,6028,7055
524,2012-06-07,spring,no,thursday,yes,clear,0.6025,0.569442,0.567083,0.15735,1038.0,6456,7494
525,2012-06-08,spring,no,friday,yes,clear,0.649167,0.597862,0.467917,0.175383,1488.0,6248,7736
526,2012-06-09,spring,no,saturday,no,clear,0.710833,0.648367,0.437083,0.144287,2266.75,4790,7498
527,2012-06-10,spring,no,sunday,no,clear,0.726667,0.663517,0.538333,0.133721,2224.0,4374,6598
528,2012-06-11,spring,no,monday,yes,cloudy,0.720833,0.659721,0.587917,0.207713,1017.0,5647,6664
529,2012-06-12,spring,no,tuesday,yes,cloudy,0.653333,0.597875,0.833333,0.214546,477.0,4495,4972
530,2012-06-13,spring,no,wednesday,yes,clear,0.655833,0.611117,0.582083,0.343279,1173.0,6248,7421
531,2012-06-14,spring,no,thursday,yes,clear,0.648333,0.624383,0.569583,0.253733,1180.0,6183,7363
532,2012-06-15,spring,no,friday,yes,clear,0.639167,0.599754,0.589583,0.176617,1563.0,6102,7665
533,2012-06-16,spring,no,saturday,no,clear,0.631667,0.594708,0.504167,0.166667,2266.75,4739,7702
534,2012-06-17,spring,no,sunday,no,clear,0.5925,0.571975,0.59875,0.144904,2266.75,4344,6978
535,2012-06-18,spring,no,monday,yes,cloudy,0.568333,0.544842,0.777917,0.174746,653.0,4446,5099
536,2012-06-19,spring,no,tuesday,yes,clear,0.688333,0.654692,0.69,0.148017,968.0,5857,6825
537,2012-06-20,spring,no,wednesday,yes,clear,0.7825,0.720975,0.592083,0.113812,872.0,5339,6211
538,2012-06-21,summer,no,thursday,yes,clear,0.805833,0.752542,0.567917,0.118787,778.0,5127,5905
539,2012-06-22,summer,no,friday,yes,clear,0.7775,0.724121,0.57375,0.182842,964.0,4859,5823
540,2012-06-23,summer,no,saturday,no,clear,0.731667,0.652792,0.534583,0.179721,2266.75,4801,7458
541,2012-06-24,summer,no,sunday,no,clear,0.743333,0.674254,0.479167,0.145525,2266.75,4340,6891
542,2012-06-25,summer,no,monday,yes,clear,0.715833,0.654042,0.504167,0.300383,1139.0,5640,6779
543,2012-06-26,summer,no,tuesday,yes,clear,0.630833,0.594704,0.373333,0.347642,1077.0,6365,7442
544,2012-06-27,summer,no,wednesday,yes,clear,0.6975,0.640792,0.36,0.271775,1077.0,6258,7335
545,2012-06-28,summer,no,thursday,yes,clear,0.749167,0.675512,0.4225,0.17165,921.0,5958,6879
546,2012-06-29,summer,no,friday,yes,clear,0.834167,0.786613,0.48875,0.165417,829.0,4634,5463
547,2012-06-30,summer,no,saturday,no,clear,0.765,0.687508,0.60125,0.161071,1455.0,4232,5687
548,2012-07-01,summer,no,sunday,no,clear,0.815833,0.750629,0.51875,0.168529,1421.0,4110,5531
549,2012-07-02,summer,no,monday,yes,clear,0.781667,0.702038,0.447083,0.195267,904.0,5323,6227
550,2012-07-03,summer,no,tuesday,yes,clear,0.780833,0.70265,0.492083,0.126237,1052.0,5608,6660
551,2012-07-04,summer,yes,wednesday,no,clear,0.789167,0.732337,0.53875,0.13495,2266.75,4841,7403
552,2012-07-05,summer,no,thursday,yes,clear,0.8275,0.761367,0.457917,0.194029,1405.0,4836,6241
553,2012-07-06,summer,no,friday,yes,clear,0.828333,0.752533,0.450833,0.146142,1366.0,4841,6207
554,2012-07-07,summer,no,saturday,no,clear,0.861667,0.804913,0.492083,0.163554,1448.0,3392,4840
555,2012-07-08,summer,no,sunday,no,clear,0.8225,0.790396,0.57375,0.125629,1203.0,3469,4672
556,2012-07-09,summer,no,monday,yes,cloudy,0.710833,0.654054,0.683333,0.180975,998.0,5571,6569
557,2012-07-10,summer,no,tuesday,yes,cloudy,0.720833,0.664796,0.6675,0.151737,954.0,5336,6290
558,2012-07-11,summer,no,wednesday,yes,clear,0.716667,0.650271,0.633333,0.151733,975.0,6289,7264
559,2012-07-12,summer,no,thursday,yes,clear,0.715833,0.654683,0.529583,0.146775,1032.0,6414,7446
560,2012-07-13,summer,no,friday,yes,cloudy,0.731667,0.667933,0.485833,0.08085,1511.0,5988,7499
561,2012-07-14,summer,no,saturday,no,cloudy,0.703333,0.666042,0.699167,0.143679,2266.75,4614,6969
562,2012-07-15,summer,no,sunday,no,clear,0.745833,0.705196,0.717917,0.166667,1920.0,4111,6031
563,2012-07-16,summer,no,monday,yes,clear,0.763333,0.724125,0.645,0.164187,1088.0,5742,6830
564,2012-07-17,summer,no,tuesday,yes,clear,0.818333,0.755683,0.505833,0.114429,921.0,5865,6786
565,2012-07-18,summer,no,wednesday,yes,clear,0.793333,0.745583,0.577083,0.137442,799.0,4914,5713
566,2012-07-19,summer,no,thursday,yes,clear,0.77,0.714642,0.600417,0.165429,888.0,5703,6591
567,2012-07-20,summer,no,friday,yes,cloudy,0.665833,0.613025,0.844167,0.208967,747.0,5123,5870
568,2012-07-21,summer,no,saturday,no,rain,0.595833,0.549912,0.865417,0.2133,1264.0,3195,4459
569,2012-07-22,summer,no,sunday,no,cloudy,0.6675,0.623125,0.7625,0.0939208,2266.75,4866,7410
570,2012-07-23,summer,no,monday,yes,clear,0.741667,0.690017,0.694167,0.138683,1135.0,5831,6966
571,2012-07-24,summer,no,tuesday,yes,clear,0.750833,0.70645,0.655,0.211454,1140.0,6452,7592
572,2012-07-25,summer,no,wednesday,yes,clear,0.724167,0.654054,0.45,0.1648,1383.0,6790,8173
573,2012-07-26,summer,no,thursday,yes,clear,0.776667,0.739263,0.596667,0.284813,1036.0,5825,6861
574,2012-07-27,summer,no,friday,yes,clear,0.781667,0.734217,0.594583,0.152992,1259.0,5645,6904
575,2012-07-28,summer,no,saturday,no,clear,0.755833,0.697604,0.613333,0.15735,2234.0,4451,6685
576,2012-07-29,summer,no,sunday,no,clear,0.721667,0.667933,0.62375,0.170396,2153.0,4444,6597
577,2012-07-30,summer,no,monday,yes,clear,0.730833,0.684987,0.66875,0.153617,1040.0,6065,7105
578,2012-07-31,summer,no,tuesday,yes,clear,0.713333,0.662896,0.704167,0.165425,968.0,6248,7216
579,2012-08-01,summer,no,wednesday,yes,clear,0.7175,0.667308,0.6775,0.141179,1074.0,6506,7580
580,2012-08-02,summer,no,thursday,yes,clear,0.7525,0.707088,0.659583,0.129354,983.0,6278,7261
581,2012-08-03,summer,no,friday,yes,cloudy,0.765833,0.722867,0.6425,0.215792,1328.0,5847,7175
582,2012-08-04,summer,no,saturday,no,clear,0.793333,0.751267,0.613333,0.257458,2266.75,4479,6824
583,2012-08-05,summer,no,sunday,no,clear,0.769167,0.731079,0.6525,0.290421,1707.0,3757,5464
584,2012-08-06,summer,no,monday,yes,cloudy,0.7525,0.710246,0.654167,0.129354,1233.0,5780,7013
585,2012-08-07,summer,no,tuesday,yes,cloudy,0.735833,0.697621,0.70375,0.116908,1278.0,5995,7273
586,2012-08-08,summer,no,wednesday,yes,cloudy,0.75,0.707717,0.672917,0.1107,1263.0,6271,7534
587,2012-08-09,summer,no,thursday,yes,clear,0.755833,0.699508,0.620417,0.1561,1196.0,6090,7286
588,2012-08-10,summer,no,friday,yes,cloudy,0.715833,0.667942,0.715833,0.238813,1065.0,4721,5786
589,2012-08-11,summer,no,saturday,no,cloudy,0.6925,0.638267,0.732917,0.206479,2247.0,4052,6299
590,2012-08-12,summer,no,sunday,no,clear,0.700833,0.644579,0.530417,0.122512,2182.0,4362,6544
591,2012-08-13,summer,no,monday,yes,clear,0.720833,0.662254,0.545417,0.136212,1207.0,5676,6883
592,2012-08-14,summer,no,tuesday,yes,clear,0.726667,0.676779,0.686667,0.169158,1128.0,5656,6784
593,2012-08-15,summer,no,wednesday,yes,clear,0.706667,0.654037,0.619583,0.169771,1198.0,6149,7347
594,2012-08-16,summer,no,thursday,yes,clear,0.719167,0.654688,0.519167,0.141796,1338.0,6267,7605
595,2012-08-17,summer,no,friday,yes,clear,0.723333,0.2424,0.570833,0.231354,1483.0,5665,7148
596,2012-08-18,summer,no,saturday,no,clear,0.678333,0.618071,0.603333,0.177867,2266.75,5038,7865
597,2012-08-19,summer,no,sunday,no,cloudy,0.635833,0.603554,0.711667,0.08645,1208.0,3341,4549
598,2012-08-20,summer,no,monday,yes,cloudy,0.635833,0.595967,0.734167,0.129979,1026.0,5504,6530
599,2012-08-21,summer,no,tuesday,yes,clear,0.649167,0.601025,0.67375,0.0727708,1081.0,5925,7006
600,2012-08-22,summer,no,wednesday,yes,clear,0.6675,0.621854,0.677083,0.0702833,1094.0,6281,7375
601,2012-08-23,summer,no,thursday,yes,clear,0.695833,0.637008,0.635833,0.0845958,1363.0,6402,7765
602,2012-08-24,summer,no,friday,yes,cloudy,0.7025,0.6471,0.615,0.0721458,1325.0,6257,7582
603,2012-08-25,summer,no,saturday,no,cloudy,0.661667,0.618696,0.712917,0.244408,1829.0,4224,6053
604,2012-08-26,summer,no,sunday,no,cloudy,0.653333,0.595996,0.845833,0.228858,1483.0,3772,5255
605,2012-08-27,summer,no,monday,yes,clear,0.703333,0.654688,0.730417,0.128733,989.0,5928,6917
606,2012-08-28,summer,no,tuesday,yes,clear,0.728333,0.66605,0.62,0.190925,935.0,6105,7040
607,2012-08-29,summer,no,wednesday,yes,clear,0.685,0.635733,0.552083,0.112562,1177.0,6520,7697
608,2012-08-30,summer,no,thursday,yes,clear,0.706667,0.652779,0.590417,0.0771167,1172.0,6541,7713
609,2012-08-31,summer,no,friday,yes,clear,0.764167,0.6894,0.5875,0.168533,1433.0,5917,7350
610,2012-09-01,summer,no,saturday,no,cloudy,0.753333,0.702654,0.638333,0.113187,2266.75,3788,6140
611,2012-09-02,summer,no,sunday,no,cloudy,0.696667,0.649,0.815,0.0640708,2266.75,3197,5810
612,2012-09-03,summer,yes,monday,no,clear,0.7075,0.661629,0.790833,0.151121,1965.0,4069,6034
613,2012-09-04,summer,no,tuesday,yes,clear,0.725833,0.686888,0.755,0.236321,867.0,5997,6864
614,2012-09-05,summer,no,wednesday,yes,clear,0.736667,0.708983,0.74125,0.187808,832.0,6280,7112
615,2012-09-06,summer,no,thursday,yes,cloudy,0.696667,0.655329,0.810417,0.142421,611.0,5592,6203
616,2012-09-07,summer,no,friday,yes,clear,0.703333,0.657204,0.73625,0.171646,1045.0,6459,7504
617,2012-09-08,summer,no,saturday,no,cloudy,0.659167,0.611121,0.799167,0.281104,1557.0,4419,5976
618,2012-09-09,summer,no,sunday,no,clear,0.61,0.578925,0.5475,0.224496,2266.75,5657,8227
619,2012-09-10,summer,no,monday,yes,clear,0.583333,0.565654,0.50375,0.258713,1118.0,6407,7525
620,2012-09-11,summer,no,tuesday,yes,clear,0.5775,0.554292,0.52,0.0920542,1070.0,6697,7767
621,2012-09-12,summer,no,wednesday,yes,clear,0.599167,0.570075,0.577083,0.131846,1050.0,6820,7870
622,2012-09-13,summer,no,thursday,yes,clear,0.6125,0.579558,0.637083,0.0827208,1054.0,6750,7804
623,2012-09-14,summer,no,friday,yes,clear,0.633333,0.594083,0.6725,0.103863,1379.0,6630,8009
624,2012-09-15,summer,no,saturday,no,clear,0.608333,0.585867,0.501667,0.247521,2266.75,5554,8714
625,2012-09-16,summer,no,sunday,no,clear,0.58,0.563125,0.57,0.0901833,2166.0,5167,7333
626,2012-09-17,summer,no,monday,yes,cloudy,0.580833,0.55305,0.734583,0.151742,1022.0,5847,6869
627,2012-09-18,summer,no,tuesday,yes,cloudy,0.623333,0.565067,0.8725,0.357587,371.0,3702,4073
628,2012-09-19,summer,no,wednesday,yes,clear,0.5525,0.540404,0.536667,0.215175,788.0,6803,7591
629,2012-09-20,summer,no,thursday,yes,clear,0.546667,0.532192,0.618333,0.118167,939.0,6781,7720
630,2012-09-21,summer,no,friday,yes,clear,0.599167,0.571971,0.66875,0.154229,1250.0,6917,8167
631,2012-09-22,summer,no,saturday,no,clear,0.65,0.610488,0.646667,0.283583,2266.75,5883,8395
632,2012-09-23,fall,no,sunday,no,clear,0.529167,0.518933,0.467083,0.223258,2266.75,5453,7907
633,2012-09-24,fall,no,monday,yes,clear,0.514167,0.502513,0.492917,0.142404,1001.0,6435,7436
634,2012-09-25,fall,no,tuesday,yes,clear,0.55,0.544179,0.57,0.236321,845.0,6693,7538
635,2012-09-26,fall,no,wednesday,yes,clear,0.635,0.596613,0.630833,0.2444,787.0,6946,7733
636,2012-09-27,fall,no,thursday,yes,cloudy,0.65,0.607975,0.690833,0.134342,751.0,6642,7393
637,2012-09-28,fall,no,friday,yes,cloudy,0.619167,0.585863,0.69,0.164179,1045.0,6370,7415
638,2012-09-29,fall,no,saturday,no,clear,0.5425,0.530296,0.542917,0.227604,2266.75,5966,8555
639,2012-09-30,fall,no,sunday,no,clear,0.526667,0.517663,0.583333,0.134958,2015.0,4874,6889
640,2012-10-01,fall,no,monday,yes,cloudy,0.520833,0.512,0.649167,0.0908042,763.0,6015,6778
641,2012-10-02,fall,no,tuesday,yes,rain,0.590833,0.542333,0.871667,0.104475,315.0,4324,4639
642,2012-10-03,fall,no,wednesday,yes,cloudy,0.6575,0.599133,0.79375,0.0665458,728.0,6844,7572
643,2012-10-04,fall,no,thursday,yes,cloudy,0.6575,0.607975,0.722917,0.117546,891.0,6437,7328
644,2012-10-05,fall,no,friday,yes,clear,0.615,0.580187,0.6275,0.10635,1516.0,6640,8156
645,2012-10-06,fall,no,saturday,no,clear,0.554167,0.538521,0.664167,0.268025,2266.75,4934,7965
646,2012-10-07,fall,no,sunday,no,cloudy,0.415833,0.419813,0.708333,0.141162,781.0,2729,3510
647,2012-10-08,fall,yes,monday,no,cloudy,0.383333,0.387608,0.709583,0.189679,874.0,4604,5478
648,2012-10-09,fall,no,tuesday,yes,cloudy,0.446667,0.438112,0.761667,0.1903,601.0,5791,6392
649,2012-10-10,fall,no,wednesday,yes,clear,0.514167,0.503142,0.630833,0.187821,780.0,6911,7691
650,2012-10-11,fall,no,thursday,yes,clear,0.435,0.431167,0.463333,0.181596,834.0,6736,7570
651,2012-10-12,fall,no,friday,yes,clear,0.4375,0.433071,0.539167,0.235092,1060.0,6222,7282
652,2012-10-13,fall,no,saturday,no,clear,0.393333,0.391396,0.494583,0.146142,2252.0,4857,7109
653,2012-10-14,fall,no,sunday,no,clear,0.521667,0.508204,0.640417,0.278612,2080.0,4559,6639
654,2012-10-15,fall,no,monday,yes,cloudy,0.561667,0.53915,0.7075,0.296037,760.0,5115,5875
655,2012-10-16,fall,no,tuesday,yes,clear,0.468333,0.460846,0.558333,0.182221,922.0,6612,7534
656,2012-10-17,fall,no,wednesday,yes,clear,0.455833,0.450108,0.692917,0.101371,979.0,6482,7461
657,2012-10-18,fall,no,thursday,yes,cloudy,0.5225,0.512625,0.728333,0.236937,1008.0,6501,7509
658,2012-10-19,fall,no,friday,yes,cloudy,0.563333,0.537896,0.815,0.134954,753.0,4671,5424
659,2012-10-20,fall,no,saturday,no,clear,0.484167,0.472842,0.572917,0.117537,2266.75,5284,8090
660,2012-10-21,fall,no,sunday,no,clear,0.464167,0.456429,0.51,0.166054,2132.0,4692,6824
661,2012-10-22,fall,no,monday,yes,clear,0.4875,0.482942,0.568333,0.0814833,830.0,6228,7058
662,2012-10-23,fall,no,tuesday,yes,clear,0.544167,0.530304,0.641667,0.0945458,841.0,6625,7466
663,2012-10-24,fall,no,wednesday,yes,clear,0.5875,0.558721,0.63625,0.0727792,795.0,6898,7693
664,2012-10-25,fall,no,thursday,yes,cloudy,0.55,0.529688,0.800417,0.124375,875.0,6484,7359
665,2012-10-26,fall,no,friday,yes,cloudy,0.545833,0.52275,0.807083,0.132467,1182.0,6262,7444
666,2012-10-27,fall,no,saturday,no,cloudy,0.53,0.515133,0.72,0.235692,2266.75,5209,7852
667,2012-10-28,fall,no,sunday,no,cloudy,0.4775,0.467771,0.694583,0.38061125,998.0,3461,4459
668,2012-10-29,fall,no,monday,yes,rain,0.44,0.4394,0.88,0.3582,2.0,20,22
669,2012-10-30,fall,no,tuesday,yes,cloudy,0.318182,0.309909,0.825455,0.213009,87.0,1009,1096
670,2012-10-31,fall,no,wednesday,yes,cloudy,0.3575,0.3611,0.666667,0.166667,419.0,5147,5566
671,2012-11-01,fall,no,thursday,yes,cloudy,0.365833,0.369942,0.581667,0.157346,466.0,5520,5986
672,2012-11-02,fall,no,friday,yes,clear,0.355,0.356042,0.522083,0.266175,618.0,5229,5847
673,2012-11-03,fall,no,saturday,no,cloudy,0.343333,0.323846,0.49125,0.270529,1029.0,4109,5138
674,2012-11-04,fall,no,sunday,no,clear,0.325833,0.329538,0.532917,0.179108,1201.0,3906,5107
675,2012-11-05,fall,no,monday,yes,clear,0.319167,0.308075,0.494167,0.236325,378.0,4881,5259
676,2012-11-06,fall,no,tuesday,yes,clear,0.280833,0.281567,0.567083,0.173513,466.0,5220,5686
677,2012-11-07,fall,no,wednesday,yes,cloudy,0.295833,0.274621,0.5475,0.304108,326.0,4709,5035
678,2012-11-08,fall,no,thursday,yes,clear,0.352174,0.341891,0.333478,0.347835,340.0,4975,5315
679,2012-11-09,fall,no,friday,yes,clear,0.361667,0.355413,0.540833,0.214558,709.0,5283,5992
680,2012-11-10,fall,no,saturday,no,clear,0.389167,0.393937,0.645417,0.0578458,2090.0,4446,6536
681,2012-11-11,fall,no,sunday,no,clear,0.420833,0.421713,0.659167,0.1275,2266.75,4562,6852
682,2012-11-12,fall,yes,monday,no,clear,0.485,0.475383,0.741667,0.173517,1097.0,5172,6269
683,2012-11-13,fall,no,tuesday,yes,cloudy,0.343333,0.323225,0.662917,0.342046,327.0,3767,4094
684,2012-11-14,fall,no,wednesday,yes,clear,0.289167,0.281563,0.552083,0.199625,373.0,5122,5495
685,2012-11-15,fall,no,thursday,yes,cloudy,0.321667,0.324492,0.620417,0.152987,320.0,5125,5445
686,2012-11-16,fall,no,friday,yes,clear,0.345,0.347204,0.524583,0.171025,484.0,5214,5698
687,2012-11-17,fall,no,saturday,no,clear,0.325,0.326383,0.545417,0.179729,1313.0,4316,5629
688,2012-11-18,fall,no,sunday,no,clear,0.3425,0.337746,0.692917,0.227612,922.0,3747,4669
689,2012-11-19,fall,no,monday,yes,cloudy,0.380833,0.375621,0.623333,0.235067,449.0,5050,5499
690,2012-11-20,fall,no,tuesday,yes,cloudy,0.374167,0.380667,0.685,0.082725,534.0,5100,5634
691,2012-11-21,fall,no,wednesday,yes,clear,0.353333,0.364892,0.61375,0.103246,615.0,4531,5146
692,2012-11-22,fall,yes,thursday,no,clear,0.34,0.350371,0.580417,0.0528708,955.0,1470,2425
693,2012-11-23,fall,no,friday,yes,clear,0.368333,0.378779,0.56875,0.148021,1603.0,2307,3910
694,2012-11-24,fall,no,saturday,no,clear,0.278333,0.248742,0.404583,0.376871,532.0,1745,2277
695,2012-11-25,fall,no,sunday,no,clear,0.245833,0.257583,0.468333,0.1505,309.0,2115,2424
696,2012-11-26,fall,no,monday,yes,clear,0.313333,0.339004,0.535417,0.04665,337.0,4750,5087
697,2012-11-27,fall,no,tuesday,yes,cloudy,0.291667,0.281558,0.786667,0.237562,123.0,3836,3959
698,2012-11-28,fall,no,wednesday,yes,clear,0.296667,0.289762,0.50625,0.210821,198.0,5062,5260
699,2012-11-29,fall,no,thursday,yes,clear,0.28087,0.298422,0.555652,0.115522,243.0,5080,5323
700,2012-11-30,fall,no,friday,yes,clear,0.298333,0.323867,0.649583,0.0584708,362.0,5306,5668
701,2012-12-01,fall,no,saturday,no,cloudy,0.298333,0.316904,0.806667,0.0597042,951.0,4240,5191
702,2012-12-02,fall,no,sunday,no,cloudy,0.3475,0.359208,0.823333,0.124379,892.0,3757,4649
703,2012-12-03,fall,no,monday,yes,clear,0.4525,0.455796,0.7675,0.0827208,555.0,5679,6234
704,2012-12-04,fall,no,tuesday,yes,clear,0.475833,0.469054,0.73375,0.174129,551.0,6055,6606
705,2012-12-05,fall,no,wednesday,yes,clear,0.438333,0.428012,0.485,0.324021,331.0,5398,5729
706,2012-12-06,fall,no,thursday,yes,clear,0.255833,0.258204,0.50875,0.174754,340.0,5035,5375
707,2012-12-07,fall,no,friday,yes,cloudy,0.320833,0.321958,0.764167,0.1306,349.0,4659,5008
708,2012-12-08,fall,no,saturday,no,cloudy,0.381667,0.389508,0.91125,0.101379,1153.0,4429,5582
709,2012-12-09,fall,no,sunday,no,cloudy,0.384167,0.390146,0.905417,0.157975,441.0,2787,3228
710,2012-12-10,fall,no,monday,yes,cloudy,0.435833,0.435575,0.925,0.190308,329.0,4841,5170
711,2012-12-11,fall,no,tuesday,yes,cloudy,0.353333,0.338363,0.596667,0.296037,282.0,5219,5501
712,2012-12-12,fall,no,wednesday,yes,cloudy,0.2975,0.297338,0.538333,0.162937,310.0,5009,5319
713,2012-12-13,fall,no,thursday,yes,clear,0.295833,0.294188,0.485833,0.174129,425.0,5107,5532
714,2012-12-14,fall,no,friday,yes,clear,0.281667,0.294192,0.642917,0.131229,429.0,5182,5611
715,2012-12-15,fall,no,saturday,no,clear,0.324167,0.338383,0.650417,0.10635,767.0,4280,5047
716,2012-12-16,fall,no,sunday,no,cloudy,0.3625,0.369938,0.83875,0.100742,538.0,3248,3786
717,2012-12-17,fall,no,monday,yes,cloudy,0.393333,0.4015,0.907083,0.0982583,212.0,4373,4585
718,2012-12-18,fall,no,tuesday,yes,clear,0.410833,0.409708,0.66625,0.221404,433.0,5124,5557
719,2012-12-19,fall,no,wednesday,yes,clear,0.3325,0.342162,0.625417,0.184092,333.0,4934,5267
720,2012-12-20,fall,no,thursday,yes,cloudy,0.33,0.335217,0.667917,0.132463,314.0,3814,4128
721,2012-12-21,winter,no,friday,yes,cloudy,0.326667,0.301767,0.556667,0.374383,221.0,3402,3623
722,2012-12-22,winter,no,saturday,no,clear,0.265833,0.236113,0.44125,0.38061125,205.0,1544,1749
723,2012-12-23,winter,no,sunday,no,clear,0.245833,0.259471,0.515417,0.133083,408.0,1379,1787
724,2012-12-24,winter,no,monday,yes,cloudy,0.231304,0.2589,0.791304,0.0772304,174.0,746,920
725,2012-12-25,winter,yes,tuesday,no,cloudy,0.291304,0.294465,0.734783,0.168726,440.0,573,1013
726,2012-12-26,winter,no,wednesday,yes,rain,0.243333,0.220333,0.823333,0.316546,9.0,432,441
727,2012-12-27,winter,no,thursday,yes,cloudy,0.254167,0.226642,0.652917,0.350133,247.0,1867,2114
728,2012-12-28,winter,no,friday,yes,cloudy,0.253333,0.255046,0.59,0.155471,644.0,2451,3095
729,2012-12-29,winter,no,saturday,no,cloudy,0.253333,0.2424,0.752917,0.124383,159.0,1182,1341
730,2012-12-30,winter,no,sunday,no,clear,0.255833,0.2317,0.483333,0.350754,364.0,1432,1796
731,2012-12-31,winter,no,monday,yes,cloudy,0.215833,0.223487,0.5775,0.154846,439.0,2290,2729
